OS01G0104100,OS01G0124401,OS01G0159800,OS01G0205700,OS01G0307500,OS01G0343300,OS01G0506100,OS01G0534900,OS01G0571300,OS01G0575200,OS01G0612600,OS01G0664100,OS01G0699100,OS01G0733200,Label
2.585,0,0,3.4594,0,6.2604,2.585,0,0,0,6.3043,4,4.7549,0,0
3.1699,0,0,0,0,6.4866,0,3.7004,2.3219,0,6.2426,4.0875,2.3219,2.3219,0
2,0,0,0,0,6.9211,2,0,2,0,6.439,3.4594,4.5236,0,0
0,0,3.3219,2.8074,0,6.7452,0,3.3219,0,2,6.4552,3.8074,5,0,0
0,0,0,0,0,6.2585,4.0875,0,0,2.585,5.9732,4.0875,4.7814,0,0
0,0,2.3219,0,0,6.5421,2.3219,4.2479,0,0,6.4284,4.2479,2.3219,0,0
0,0,0,4.5236,0,6.1691,2.8074,2.8074,2.8074,0,6.111,4.0875,4.3219,0,0
0,0,0,2,0,7.1552,3.8074,2,0,0,6.5836,3.8074,5.1293,0,0
0,0,0,4.6439,0,6.4912,0,2.585,0,0,6.6861,4.6439,4.3923,0,0
0,0,0,4.3219,0,7.0449,0,3.8074,0,0,6.6775,4.8074,4.585,2.585,0
0,0,0,4,0,6.7831,3.4594,0,0,0,6.4838,5.5922,5.4289,0,0
0,0,0,2.8074,0,6.682,0,4.5236,4.5236,0,5.7377,5.4263,5,0,0
0,0,0,5.4012,0,7.0881,3.1699,3.8074,3.8074,0,5.7358,5.2854,5.4925,0,0
2.8074,0,0,0,3.585,6.8936,0,3.585,0,0,5.8731,2.8074,4.0875,0,0
2.8074,0,0,4.9542,2.8074,6.5308,0,3.4594,3.4594,0,6.5308,4,5.4263,0,0
0,0,0,2.585,0,6.0613,3.9069,2.585,0,0,5.8585,2.585,5.1085,0,0
0,0,0,0,0,5.7806,0,3.585,0,0,6.3542,3.1699,5.1771,0,0
0,0,0,2,0,6.399,0,4.9069,0,2,6.1558,0,5.3923,0,0
2.3219,0,0,3.1699,0,6.5424,0,4.2479,2.3219,2.3219,6.3588,4.2479,5.6041,0,0
0,0,0,2.8074,0,6.2439,0,2.8074,3.4594,0,6.0657,2.8074,4.4594,0,0
0,0,0,4.585,2.3219,6.2941,3.7004,0,2.3219,2.3219,5.9488,5.2854,0,0,0
2.3219,2.3219,0,4.2479,0,6.3214,0,0,0,0,6.8053,4.2479,4.9542,0,0
0,0,0,4.2479,2.3219,5.8542,2.3219,3.7004,0,0,6.737,5.3056,6.0663,0,0
0,0,2.8074,2.8074,2.8074,7.029,0,4.6439,0,4.0875,6.2091,4.0875,2.8074,0,0
0,0,0,0,0,5.537,0,2.585,0,0,6.3087,4.5236,4.9542,0,0
0,0,0,3.8074,0,5.723,2.3219,4.8074,0,2.3219,7.0881,0,5.9729,2.3219,0
0,0,0,2.8074,0,6.5297,0,5.1898,0,0,5.7613,0,4,0,0
2.585,0,0,2.585,0,5.9038,4.2479,2.585,0,0,5.347,4.7004,4.2479,0,0
0,0,0,3.585,0,5.9738,2.8074,0,0,2.8074,6.7054,4.4594,4.0875,0,0
0,0,0,5.3576,0,6.5378,3.8074,3.8074,0,3,6.0704,4.3219,5.1293,0,0
0,0,2.3219,3.7549,0,4.9542,3.1699,4.9542,0,0,6.2168,5.1699,4.9542,2.3219,0
0,2.585,0,4.5236,2.585,6.6437,0,0,0,0,6.3001,5.4919,5.2668,0,0
0,0,0,0,3,6.4231,3,0,3,0,5.797,3.8074,3,3,0
0,0,0,3.7004,0,5.9035,3,3,0,3,5.8316,4.8074,3,0,0
0,0,0,5.4666,0,5.931,2,0,0,0,6.2817,3.8074,4.2479,0,0
0,0,2.8074,3.8074,0,7.0958,2.8074,0,0,0,6.0674,2.8074,5.3219,0,0
0,0,0,5.1293,0,6.2493,0,2.8074,0,0,6.363,2.8074,4.0875,0,0
2.8074,0,0,4.6439,0,5.8001,2.8074,2.8074,0,2.8074,6.1813,4.6439,4.1699,0,0
0,0,0,2.585,0,6.5065,0,0,0,0,5.8329,2.585,2.585,0,0
0,0,0,0,0,6.0951,0,2.8074,0,0,6.7925,3.7004,4.7004,0,0
0,0,3,3.7004,0,6.6904,0,3,0,0,5.8982,3.7004,0,0,0
0,0,0,0,0,6.7063,0,2.3219,0,0,6.7565,3.8074,5.3576,0,0
0,0,3,4.7549,0,5.7057,3,3.8074,0,0,6.5433,4.2479,3.8074,0,0
0,0,3.4594,5.1542,0,5.4542,2.585,3.4594,0,3.9069,6.3375,3.4594,5.1542,0,0
0,0,0,0,0,6.3445,3,4.1699,0,0,5.8232,3,0,0,0
0,0,0,4.0875,0,5.8143,0,0,2.585,0,6.3219,4.7004,4.0875,0,0
0,0,0,2.8074,0,5.4009,3.585,0,0,0,6.31,3.585,2.8074,0,0
0,0,0,4.2479,0,6.7266,0,0,0,0,6.1595,2.3219,0,0,0
0,0,0,0,2.8074,6.7413,0,0,0,2.8074,5.2479,4.1699,4.7004,0,0
0,0,0,2.8074,0,6.7057,0,2.8074,0,0,6.4145,4.3219,4.8074,0,0
0,2.585,0,3.8074,0,5.6223,0,0,0,0,6.6508,5.0444,5.0444,0,0
0,0,0,0,0,6.1765,3.1699,3.1699,0,0,6.7964,4.5236,3.1699,0,0
0,0,0,3.7004,0,5.9352,0,4.585,0,0,5.8306,3.7004,0,0,0
0,0,0,4.0875,3,7.0445,0,0,0,0,6.2277,3,2,2,0
0,1.585,1.585,4.585,0,7.0581,5,3.7004,0,0,6.1691,3.1699,0,0,0
0,2,0,2,0,5.8344,2,0,0,2,6.3776,2,4.3219,3,0
0,0,0,2.8074,0,5.3677,2,2.8074,0,2,6.3154,4.9773,3.9069,0,0
0,0,0,0,2.3219,6.3693,2.3219,2.3219,2.3219,2.3219,6.2602,5.1293,4,2.8074,0
3,0,2.3219,3,0,5.9272,2.3219,4.0875,0,0,6.3067,3.585,0,0,0
0,0,0,4.1699,2.3219,6.5159,3.585,4.3923,3.585,2.3219,6.4811,5,4.3923,0,0
0,0,0,2.585,0,6.9327,3.585,3.585,0,0,6.3633,5.4915,2.585,0,0
0,0,2.585,0,0,6.3745,4.7549,3.4594,0,0,6.009,5.5179,4.5236,0,0
0,0,0,4.3219,0,5.1699,2,3.8074,0,0,6.3377,3.3923,2.8074,0,0
0,0,0,0,0,6.2972,2.3219,4.2095,0,0,6.9744,4.858,2.8074,0,0
0,4.8074,3.8074,3.8074,0,5.8435,2,3.3219,0,4.2479,6.1647,3.3219,2,0,0
0,0,0,4.3923,0,6.4557,4.3923,0,0,0,6.4959,3.9069,0,0,0
2.585,0,2.585,5.0875,2.585,6.1591,2.585,3.3219,0,0,6.2118,3.3219,3.8074,2.585,0
2.8074,0,0,2.8074,0,6.2048,2.8074,3.4594,0,0,6.0674,4,0,0,0
0,0,2,3.4594,2,6.1156,0,4,2,0,6.3796,3.4594,4,0,0
0,0,0,3,0,6.1305,0,3,0,3,5.9986,3.8074,3.8074,0,0
0,0,0,3.9069,0,6.6417,0,0,0,0,5.8662,0,4.4594,0,0
0,0,0,4.9069,0,6.023,3.1699,0,0,0,6.0896,5.1293,3.1699,0,0
0,0,0,4.0875,0,5.634,0,0,0,3.585,6.58,3.585,2.3219,0,0
1.585,0,2.3219,3.8074,0,5.3954,4,0,0,4.6865,7.0156,4.3923,4.8704,0,0
0,0,0,4.0444,0,7.7739,2,0,0,3.3219,6.4994,4.2479,3.3219,0,0
0,0,0,3,0,6.8694,3,2,2,2,6.8019,3.3219,4.7004,0,0
0,0,2,2.8074,0,5.8755,3.8074,2.8074,2.8074,2,7.2096,4.9695,5.3459,0,0
3.1699,0,0,4.4919,0,5.7787,0,3.8074,0,1.585,7.1102,4.2479,4.7004,1.585,0
2,0,0,3.8074,2,6.4856,2,2,0,0,6.8622,3,3,0,0
0,0,0,3.3219,0,6.9844,0,4.0444,0,2,6.962,4.7004,3.3219,0,0
0,0,0,4.8826,0,6.3785,1.585,0,3.1699,0,6.7147,4.2479,1.585,0,0
0,0,0,3.9069,0,6.0121,2.3219,2.3219,0,2.3219,6.7093,3.9069,3,0,0
0,0,0,2,2,4.9388,2.8074,2,0,0,6.4413,2.8074,0,0,0
0,0,0,4.585,0,6.4736,0,2,0,0,6.633,4.3219,3.8074,0,0
0,0,0,2.3219,0,6.7231,2.3219,0,0,0,6.306,4.7004,3.3219,0,0
0,2.3219,0,0,0,6.8466,3,2.3219,2.3219,0,6.6382,4.1699,4.1699,2.3219,0
0,0,0,3.4594,2,4.6439,4,4.2095,0,2,6.5103,3,4,0,0
0,0,0,3.1699,0,6.5035,3.1699,2.3219,3.1699,2.3219,6.7417,3.1699,5.2479,2.3219,0
2.3219,0,0,2.3219,2.3219,5.0875,3.3219,3.3219,0,4.0875,6.4405,4.7004,3.8074,0,0
0,0,0,2.585,0,6.4429,3.8074,0,0,2.585,6.8331,3.8074,5.3576,0,0
0,0,0,3.1699,0,5.4263,2.3219,2.3219,0,0,6.4862,4.9307,0,0,0
0,0,0,3.585,0,6.0299,3,2.3219,0,2.3219,6.1619,3.585,3.585,0,0
0,0,0,2.3219,0,5.9759,0,0,0,3.1699,6.6119,5.2668,3.1699,0,0
0,0,0,4.0875,0,5.3038,2,3.585,0,2,6.7101,4.0875,3.585,0,0
0,0,0,1.585,0,5.6744,3.8074,3.1699,0,1.585,7.0014,4.4919,3.1699,0,0
2.3219,0,2.3219,0,0,5.2854,3.1699,4.858,0,3.7004,6.2979,3.1699,0,0,0
0,0,4,3,0,5.5668,3,4,0,3,7.0741,4,5.4951,0,0
0,0,0,3.7004,0,5.8985,3.1699,2.3219,2.3219,4.1699,6.5118,3.7004,2.3219,0,0
0,0,0,2.585,0,5.6244,3.4594,2.585,0,0,6.0781,2.585,2.585,2.585,0
0,0,2.8074,4.0875,0,5.8875,2.8074,3.585,0,2.8074,6.0944,5.5783,5,0,0
0,0,2.8074,2,0,5.3796,2,2,2,2,6.3686,2.8074,4.7549,2,0
0,0,0,2.585,0,6.4099,0,0,0,0,6.68,4.9542,4,2.585,0
0,0,0,4.9069,0,6.776,2.585,0,0,2.585,6.6207,4.9069,5.5537,2.585,0
0,0,0,4.5236,0,6.4494,2.8074,4,0,2.8074,6.8195,4,3.585,0,0
2.8074,0,0,4.0875,0,5.7669,2.8074,2.8074,2.8074,2.8074,6.7196,3.585,5.0875,0,0
2.8074,0,0,0,0,6.1942,4,0,0,2.8074,6.6201,4,5.517,0,0
0,0,0,3.9069,2,5.0875,2,0,0,0,6.6292,2,4.2095,2,0
0,3,2,4.4594,2,6.8065,2,3,0,3,6.1357,4,4.7004,0,0
0,3.585,0,4.585,0,6.0492,0,2.585,0,0,6.9091,4.0875,5.5342,0,0
2.3219,0,0,3.7004,0,6.2392,2.3219,0,0,2.3219,7.0402,2.3219,5.375,2.3219,0
0,0,2.3219,0,0,4.585,0,3.1699,0,2.3219,6.7916,4.0875,4.585,0,0
0,0,0,4.4594,0,6.6584,2.585,0,3.4594,2.585,6.2683,4.7279,2.585,2.585,0
0,0,0,4.3923,0,5.1566,0,0,0,4,6.3516,3.4594,5.1566,0,0
0,2.3219,2.3219,3.7004,0,4.9307,2.3219,4.7004,0,3.7004,6.3944,4.7004,2.3219,2.3219,0
0,0,2.8074,0,0,6.0821,0,2.8074,2.8074,4.0875,6.9729,4.0875,0,0,0
0,0,0,2.585,0,5.8948,3.3219,0,0,3.3219,6.5774,4.4594,4.7004,0,0
0,0,2.585,2.585,0,5.6798,3.3219,2.585,0,3.3219,6.5173,4.8074,3.8074,0,0
0,0,0,4.3923,0,6.3096,2.3219,2.3219,0,2.3219,6.4376,3.9069,4.3923,2.3219,0
0,0,0,2.585,0,5.9932,3.4594,0,0,5.1898,6.7696,4,3.4594,0,0
0,0,0,0,0,5.4915,3.8074,0,0,3,6.2275,5.3923,3,0,0
0,0,0,3.7004,0,5.8625,2.3219,3.1699,0,3.7004,6.7837,3.1699,4.8329,0,0
0,0,2.8074,3.585,0,5.5236,4.585,0,0,0,6.7758,4.858,4.585,0,0
0,0,0,3.3219,0,3.3219,0,0,0,4.8074,6.7474,3.3219,3.3219,2.3219,0
0,0,0,0,0,6.9612,0,0,0,3,6.3076,5.7145,5.5598,0,0
0,0,0,0,0,5.7301,0,3.3219,0,4.6724,6.503,3.3219,0,2.585,0
4,2.8074,0,2.8074,0,6.7565,0,0,0,2.8074,6.8766,0,4.585,0,0
3.585,0,0,3.585,2.8074,5.7975,0,0,0,3.585,6.6237,3.585,5.5859,0,0
0,0,0,0,0,5.954,3.7004,2.585,0,2.585,6.697,3.7004,4.585,0,0
0,0,0,4.1699,0,0,0,3.4594,0,4.858,6.6033,3.4594,4.858,0,0
0,0,0,0,0,6.5749,2.585,0,0,3.8074,6.2317,4.4594,3.8074,0,0
0,0,0,4.0875,0,5.5333,0,2.3219,0,0,6.9325,5.2288,3.585,0,0
0,0,0,3,0,6.5339,0,4.3923,0,3,6.4882,3,4.3923,0,0
0,0,0,4.3923,0,6.5776,2.3219,0,0,0,6.9654,3.9069,5.1898,0,0
0,0,0,3,0,6.4221,0,3.9069,0,3.9069,6.5159,0,0,0,0
0,0,2.8074,2.8074,0,5.7233,0,2.8074,0,3.9069,6.0283,0,5.4263,3.9069,0
0,3,0,3,0,5.5014,3,3.8074,0,0,6.8487,0,4.4594,0,0
0,0,2.8074,3.8074,0,5.1085,0,0,0,0,6.6582,5.1085,4.858,0,0
0,0,0,2.3219,0,5.3576,2.3219,3.7004,2.3219,4.858,6.9606,2.3219,4.858,0,0
0,0,0,5.5157,0,5.5157,0,0,0,0,6.8736,4.4594,4.9542,2.8074,0
0,0,0,0,0,4.9828,3.3219,0,3.3219,0,5.7038,4.2479,3.3219,0,0
0,0,0,0,0,5.2574,0,0,0,0,6.2434,0,0,0,0
1.585,0,1,3.8748,1,7.3092,1.585,3.7366,2.3219,0,6.9381,4.2227,4.2227,0,1
0,0,0,2.3219,0,5.5868,2,4.5236,2.3219,0,7.1942,3.4594,4.858,0,1
2.3219,0,0,2.8074,0,6.905,3.9069,2.3219,0,2.3219,6.2081,3.4594,2.3219,0,1
0,0,0,3,3,6.5863,0,0,0,0,6.6163,4.7279,3.585,0,1
0,0,0,3.8074,0,7.0082,2.585,4.1699,0,2.585,6.2313,5.0444,4.858,0,1
0,0,0,4,0,6.4239,3.585,0,0,2,6.591,5.2854,3,0,1
0,0,0,2,0,6.1387,3,3.9069,0,2,6.6614,5.0734,3.4594,2,1
0,0,2,3.4594,0,5.2392,3.4594,4.2479,2,0,6.9029,3.8074,2.8074,0,1
0,0,2,4.3219,0,5.0444,3.3219,3.3219,0,0,6.3357,4.3219,2,2,1
0,0,0,5.0875,2.3219,0,3.4594,2.3219,0,0,6.2321,4.3923,3.4594,0,1
0,1.585,1.585,4.4919,0,5.1997,0,3.4594,0,2.8074,6.4689,3.4594,2.8074,0,1
0,0,0,4.2479,0,5.2761,0,3.7004,0,0,5.9074,3.1699,0,2.3219,1
0,0,0,4.4594,0,6.3027,3.4594,0,0,2.585,6.6004,4.6724,4,0,1
0,0,0,4.1699,0,5.5333,3.1699,2,3.1699,0,6.5435,3.1699,3.7004,0,1
0,0,0,2.3219,0,6.1422,2.3219,3.1699,3.1699,0,6.6101,5,4.7814,0,1
0,0,0,4.2479,0,5.4253,4.2479,2.8074,0,0,6.6154,5.1946,4.2479,0,1
0,0,0,2.3219,0,6.7565,2.3219,3.7004,0,0,6.8169,4.5236,4.1699,0,1
0,0,0,3.1699,0,6.0766,4.0875,2.3219,0,2.3219,6.5827,3.1699,3.585,0,1
0,3.8074,2.8074,3.3219,0,6.6645,2,3.8074,2.8074,2,6.8151,4.7004,2.8074,0,1
0,0,3.8074,4.3923,0,6.2887,2.585,2.585,0,0,6.4466,4.8074,2.585,0,1
0,0,0,3.8074,0,5.4699,3.3219,2,0,0,6.3537,4.2479,3.3219,0,1
0,0,2,2.8074,0,5.5494,0,2,0,2,6.3763,4.2479,2.8074,0,1
0,0,2.3219,3.1699,2.3219,5.5258,0,3.1699,0,0,6.4547,4.1293,4.1293,0,1
0,0,0,2.585,0,6.8457,2.585,4,0,2.585,6.2273,5.5223,2.585,0,1
0,0,2,4.4594,0,6.8542,3.4594,4,0,0,6.1803,5.3937,5.2854,2,1
2.3219,0,0,2.3219,3.3219,5.3621,0,4.4919,3.3219,0,6.5248,4.4919,0,0,1
0,2,0,4.3219,0,4.8074,3.9069,2,2,0,6.1679,4.3219,3.9069,0,1
3.4594,0,0,0,0,6.5538,0,4,4,0,6.3682,4.4594,2.3219,0,1
0,0,0,2,0,7.0085,0,2,3.4594,2,6.7252,5.3576,3.4594,0,1
0,0,0,2.585,0,6.7116,2.585,4.3923,0,0,6.3054,5.1293,3.4594,0,1
0,0,2.8074,3.9069,0,6.5895,2.8074,3.9069,0,0,6.5895,0,2.8074,0,1
0,0,0,4.858,0,6.3546,0,3.9069,0,0,6.3546,4.858,4.858,0,1
0,0,2,4.7004,0,5.3509,3.3219,2.8074,0,0,6.0745,5.1293,2.8074,0,1
3.3219,0,3.3219,0,0,5.9577,3.3219,2.3219,0,2.3219,6.0721,4.3219,5,0,1
2.3219,0,2.3219,2.3219,0,6.9086,0,3.585,0,0,6.3797,5.1699,4.1699,0,1
0,0,2,2,0,5.7714,0,5.0661,2,0,6.4491,3.3219,2,0,1
1.585,0,0,4.2479,0,5.7071,3.3219,0,0,0,6.5549,1.585,1.585,0,1
0,0,2.3219,4.2479,0,5.7344,2.3219,0,2.3219,2.3219,6.5401,4.9069,2.3219,0,1
0,0,2,2,0,5.2067,0,0,2,0,6.7158,2,4.2479,2,1
0,0,0,0,0,5.6259,3,3,2.3219,0,6.4767,4.585,2.3219,0,1
0,0,0,0,0,5.8445,2.585,3.3219,2.585,0,6.332,5.0661,2.585,0,1
0,0,0,5.0875,1.585,6.4954,1.585,0,0,3.4594,6.6069,4.6439,4.6439,0,1
0,0,0,3.9069,0,6.4194,0,3.9069,2,0,6.4588,4.3923,4.858,0,1
0,0,0,2.3219,0,5.0875,3.7004,3.1699,2.3219,3.1699,6.0047,4.1699,3.1699,0,1
0,0,0,4.5546,0,6.1497,0,2.585,0,0,6.4472,2.585,4.5546,0,1
0,0,0,3.9069,0,5,0,3.1699,4.5236,0,6.6294,4.0875,4.5236,0,1
0,0,0,4.7549,0,5.7806,0,3.1699,0,2.585,6.0085,3.8074,2.585,0,1
3,0,0,3.8074,0,6.132,3.8074,3,3.8074,0,6.7323,3,3.8074,0,1
0,0,0,3,0,7.1693,0,3,0,0,6.0826,5.1497,3.9069,0,1
0,0,0,4.1699,0,5.9775,0,4.1699,2,0,6.8006,3.585,3.585,0,1
0,0,0,2,0,6.0029,0,3.585,3.585,0,6.0029,4.0875,4.0875,0,1
3.7004,0,0,0,0,6.339,0,0,0,0,6.126,4.5236,3.7004,0,1
2.8074,0,0,3.585,0,5.2946,0,3.585,2.8074,0,6.4612,4.0875,2.8074,0,1
0,0,0,4.8074,0,5.7151,3,3.8074,0,0,6.1731,4.8074,0,0,1
0,0,0,0,0,5.9754,0,2.3219,0,0,5.8985,4.5236,2.3219,2.3219,1
0,4.9069,3.3219,4.3923,0,4.9069,0,2.3219,0,2.3219,5.8225,3.3219,0,0,1
0,0,0,4.6439,0,5.9773,0,0,0,0,5.9773,0,0,0,1
0,0,0,3.8074,0,6.4487,0,0,2.8074,0,6.4487,5.2479,0,0,1
2.8074,2.8074,2.8074,2.8074,0,6.417,2.8074,2.8074,0,2.8074,6.2424,4.585,2.8074,2.8074,1
0,0,0,0,0,5.2668,0,0,0,0,6.155,4.6439,2.8074,0,1
2.585,0,0,3.3219,0,6.258,2.585,0,0,2.585,6.0005,4.3923,0,0,1
0,0,2.8074,2.8074,0,6.2462,0,3.7004,0,4.2479,6.3457,0,0,0,1
0,0,2.585,2.585,0,5.5546,0,0,0,0,5.8061,2.585,0,0,1
0,0,4.0875,4.0875,0,6.3259,0,2.8074,0,4.0875,5.7714,4.0875,2.8074,0,1
0,0,3.7004,4.0875,2.8074,5.8883,0,2.8074,2.8074,0,6.8163,5.6162,4.0875,0,1
0,0,0,3.1699,0,5.7184,3.1699,0,0,0,6.3395,5.5546,4,0,1
0,0,0,3.585,0,5.6008,0,0,0,3.585,6.2434,3.585,0,0,1
0,0,0,2.3219,0,4.0875,2.3219,0,2.3219,0,6.4291,0,0,0,1
3,0,0,3,0,6.3243,3,0,0,0,5.9371,5.1293,0,0,1
0,0,0,0,0,5.6963,3.1699,0,0,0,5.7821,4.5236,3.1699,0,1
0,0,0,2.3219,0,6.1801,0,2.3219,0,4.0875,6.1801,2.3219,0,0,1
0,0,0,0,0,6.2382,0,0,0,0,6.1797,4.0875,0,0,1
0,0,0,0,0,5.0875,0,0,0,0,6.0503,5.0875,0,0,1
0,0,0,5,0,6.1183,0,0,0,0,6.052,5,0,0,1
0,0,0,4.5236,0,5.7669,0,4,0,3.1699,6.116,4,3.1699,3.1699,1
0,0,0,4.0875,2.8074,5.0444,4.585,0,2.8074,2.8074,6.5148,4.585,0,2.8074,1
0,0,2.8074,4.585,0,4.858,0,0,2.8074,0,5.9326,2.8074,0,0,1
4.1699,0,0,4.1699,0,6.2038,2.8074,2.8074,2.8074,0,6.6283,2.8074,0,0,1
0,0,0,3.585,0,5.8775,2.8074,4.1293,2.8074,0,6.5239,5.2854,2.8074,0,1
3.3219,0,0,0,0,5.742,0,3.3219,0,0,6.1615,0,0,0,1
0,0,3.1699,0,0,5.4594,0,0,0,0,6.0268,3.9069,3.1699,0,1
0,0,0,3.8074,0,5.0875,0,3.8074,0,2,6.0522,5.4216,0,0,1
0,2.585,3.3219,4.9542,0,5.6282,2.585,2.585,0,0,6.3356,3.3219,0,0,1
0,0,0,2.8074,0,6.6196,0,0,0,0,5.9248,4.1699,4.1699,0,1
0,0,0,4.0875,0,5.2854,0,0,0,0,6.2512,5.0444,0,0,1
0,0,0,0,2.3219,5.7393,4.0875,4.0875,0,0,6.4017,2.3219,0,2.3219,1
0,0,3,0,0,5.769,0,0,3,0,6.1548,3,0,0,1
0,0,0,4.585,2.585,5.4594,0,0,4.0875,2.585,6.4845,4.8074,0,0,1
0,0,0,0,0,5.8138,0,0,3.4594,0,5.9764,5.2854,0,0,1
0,0,0,4.3219,3.1699,4.3219,3.9069,3.1699,0,0,5.9809,0,4.3219,0,1
0,0,3.3219,3.3219,3.3219,5.9357,0,0,0,0,6.0766,4.0875,4.0875,0,1
0,0,0,2.585,0,4.8074,2.585,3.4594,3.4594,0,6.6837,2.585,2.585,0,1
0,0,0,0,3.3219,5.6999,3.3219,0,0,3.3219,6.5056,4.5236,3.3219,0,1
0,0,0,2.8074,0,5.4995,0,3.8074,0,0,6.6628,3.8074,4.3219,0,1
0,0,3.8074,0,0,5.3219,0,3.8074,0,0,6.5841,4.8074,2,0,1
0,0,0,0,0,4.0875,0,0,0,4.0875,6.0261,4.0875,2.585,0,1
0,0,0,3.3219,0,5.8824,3.3219,4,3.3219,0,6.2451,4,0,0,1
0,0,0,0,0,5.4571,0,3,0,0,6.1564,3.8074,3,0,1
0,0,0,4.585,0,5.0875,0,3.1699,0,0,6.1585,3.1699,3.1699,0,1
0,0,0,0,3,5.3219,0,4.2479,3,3,5.6963,3,3,0,1
0,4.9542,2.585,4.0875,0,6.1158,0,4.0875,0,2.585,5.6605,4.0875,2.585,0,1
0,6.2411,3.7004,4.7549,0,5.9563,0,0,3.7004,0,6.1522,4.7549,4.2479,0,1
0,0,2.8074,0,0,6.2211,0,0,0,0,5.9201,2.8074,2.8074,2.8074,1
0,0,0,0,0,5.517,0,0,0,0,5.6311,0,0,0,1
0,0,0,2.585,0,5.3607,0,0,0,0,5.7936,4.2479,0,0,1
0,3.1699,4.0875,4.0875,0,6.4653,3.1699,3.1699,0,3.1699,6.3782,4.585,3.1699,0,1
0,0,2.3219,2.3219,0,5.2098,0,0,0,0,5.7554,2.3219,0,0,1
0,0,0,5.4647,0,5.7407,3.3219,0,0,0,5.9722,3.3219,0,0,1
0,0,0,3.4594,0,5.8006,0,0,0,0,6.1495,4.3219,4.3219,3.4594,1
2,0,3.7004,4.1699,2.8074,6.1705,0,3.1699,0,2,6.4906,5.0875,3.1699,0,1
0,1.585,0,4.6147,0,5.9745,1.585,3.4594,3.4594,4.3923,6.5758,5.3576,1.585,1.585,1
0,0,0,4.3923,0,6.1803,0,0,0,0,6.4128,5.0875,3.4594,0,1
0,0,0,3.7004,2.8074,4.4263,2.8074,0,2,0,6.3187,4.6439,0,2,1
0,0,4,3.4594,2,5.904,0,0,0,2,6.6175,4.4594,2,0,1
0,0,0,5.0444,0,4.6147,0,0,0,1.585,6.4519,4.6147,1.585,0,1
0,0,0,3.585,0,5.7004,0,4.1699,0,0,6.4581,3.585,2,0,1
0,0,2.585,0,0,6.2122,2.585,3.585,3.585,2.585,6.2122,4.0875,3.585,0,1
0,3.9069,0,0,0,5.9284,3.4594,0,0,2.585,6.0244,4.8074,3.4594,0,1
0,0,0,3.8074,0,5.6174,0,0,0,0,6.6035,4.2479,2.585,2.585,1
0,0,0,3.1699,2,4.5236,3.1699,0,2,2,6.4165,4.7549,2,2,1
0,0,3.1699,3.1699,2.3219,5.823,0,2.3219,0,4.8826,6.6008,3.7004,3.1699,0,1
0,0,2.3219,4.7004,0,5.585,0,0,0,0,6.3439,3.8074,0,0,1
0,0,0,2.585,0,5.8718,0,2.585,0,0,6.3005,4.4594,3.4594,0,1
0,0,2,2,0,5.8412,0,0,0,0,6.1169,3.8074,0,0,1
0,0,0,4.2479,0,5.8567,0,4.5236,0,0,6.2819,4.5236,0,0,1
0,0,1.585,3.4594,0,5.5913,0,1.585,0,0,6.3145,4.5236,4.0875,1.585,1
0,0,0,2.3219,0,5.585,0,2.3219,2.3219,2.3219,5.8878,4.7549,2.3219,0,1
0,3.3219,0,5,2.585,5,0,0,0,3.3219,6.6991,0,2.585,0,1
2,2.8074,2,4.0444,0,5.5625,4.0444,0,0,0,6.7211,3.8074,5,0,1
0,0,0,3.1699,0,6.4752,0,3.1699,0,2.3219,6.1485,2.3219,3.7004,0,1
